Restaurant,Address,Status,Timings,Contact,Dish Name,Price
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Manchurian Mixed Chowmein,₹110
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Pizza and Pasta,₹110
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Italian White Pasta,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Red Sauce Pasta,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Smokey Pasta,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,White Sauce Pasta,₹170
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Onion Pizza [7 inches],₹170
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Capsicum Pizza [7 inches],₹170
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Tomato Pizza [7 inches],₹170
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Corn Pizza [7 inches],₹199
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Tomato and Corn Pizza [7 inches],₹190
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Jalapeno and Corn Pizza [7 inches],₹190
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Tomato and Mushroom Pizza [7 inches],₹300
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Spicy Pizza [7 inches],₹300
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Onion and Capsicum Pizza [7 inches],₹300
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Onion and Paneer Pizza [7 inches],₹500
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Classic Cheese Pizza,₹190
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Cheese and Tomato Pizza,₹200
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Tropical Veggie Pizza,₹200
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Cheese and Corn Pizza,₹190
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Paneer Tikka Pizza,₹200
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Paneer Makhani Pizza,₹190
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Spicy Kadhai Paneer Pizza,₹200
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Point Special Spice Pizza,₹190
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Point Special Non Spice Pizza,₹149
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Olive Special Pizza,₹140
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Delight Paneer Pizza [7 inches],₹100
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Double Cheese Pizza,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Farm Fresh Pizza,₹100
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Green Veggie Pizza,₹100
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Harbi Spicy Pizza,₹100
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Tandoori Paneer Pizza,₹100
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Spicy Loaded Pizza,₹100
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Spicy Delight Pizza,₹369
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Paradise Pizza,₹389
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Paneer Cheese Pizza,₹99
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Capsicum Pizza,₹110
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Corn Pizza,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Cheese pizza,₹90
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Spicy Pizza,₹119
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Onion Pizza,₹139
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Mushroom Pizza [7 inches],₹149
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Tomato pizza,₹99
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Pineapple Pizza [7 inches],₹119
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Loaded Cheese Pizza [10 inches],₹129
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Pa JI Special Pizza [10 inches],₹149
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Burgers & Sandwiches,₹169
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Burger,₹189
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Paneer Burger,₹99
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Paneer Cheese Burger,₹199
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Kabab Burger,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Aloo Tikki Burger,₹115
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Cheese Burger,₹110
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Paneer Cheese Burger,₹130
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Sandwich,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Masala Sandwich,₹60
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Corn Sandwich,₹99
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Paneer Sandwich,₹49
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Cheese Paneer Sandwich,₹110
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Cheese Corn Paneer Sandwich,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Snacks,₹130
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Spring Roll,₹120
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Veg Fried Rice with Veg Manchurian,₹149
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Special Pav Bhaji,₹75
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Paratha Bhaji,₹99
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Cheese Garlic Bread,₹49
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Stuffed Garlic Bread,₹20
Pa Ji Family Restro,"85/355, Saina Purwa, Rai Purwa, Kanpur",Open now,11am – 11pm (Today),+919369609860,Pocket Calzone,₹99
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,"Chaat, Snacks & Quick Bites",₹95
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dhokla Paneer,₹140
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dhokla Plain,₹95
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dhokla Sandwich,₹110
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Tikki with Dahi,₹220
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Golden Fried Baby Corn,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Raj Kachori,₹99
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Sev Puri,₹99
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dahi Puri,₹70
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pani Puri - Suji,₹70
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pani Puri - Atta,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bhalla Papdi,₹140
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dahi Bhala.,₹99
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bhel Puri,₹110
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Tikki,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Choley Bhature,₹300
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tandoori Malai Chaap,₹300
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tandoori Masala Chaap,₹220
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dal Makhani with Roti & Salad,₹350
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Achari Paneer Tikka,₹175
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pao Bhaji,₹135
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Idli Sambhar,₹140
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Matar Kulcha,₹20
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Samosa (1 Piece),₹40
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Samosa - Two pcs,₹100
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Samosa - Five pcs,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Restaurant,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Hot N Sour Soup,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tomato Soup,₹300
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Sweet Corn Soup,₹280
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veggie Supreme Pizza,₹260
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pizza Capsicum Tomato,₹280
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pizza Veg Cheese,₹250
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pizza Veggie (onion Capsicum Tomato),₹250
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pasta Alfredo,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pasta Arabita,₹180
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Chowmein With Veg Manchurian,₹210
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Honey Chilly Potato,₹145
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chilly Crispy Potato,₹120
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paneer Momos,₹260
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Momos,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg. Manchurian (dry),₹210
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Fried Rice With Veg Manchurian,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Noodles,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chilly Paneer (gravy),₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chilly Paneer (dry),₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chowmein With Chilly Paneer,₹210
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Fried Rice With Chilly Paneer,₹210
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Spring Roll,₹260
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg. Fried Rice,₹37
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg. Manchurian (gravy),₹75
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tandoori Butter Roti,₹95
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Garlic Naan,₹75
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Stuffed Naan,₹99
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Roti Missi,₹31
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Stuffed Paneer Parantha,₹52
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tandoori Roti,₹70
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Plain Naan,₹89
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paratha Lachha,₹75
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Onion Kulcha,₹89
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Butter Naan,₹90
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Kulcha,₹350
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Parantha,₹300
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paneer Tikka,₹330
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tandoori Aloo,₹65
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Seekh Kebab,₹95
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg. Cheese Sandwich,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg. Burger,₹120
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,French Fries,₹110
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Club Sandwich,₹60
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Cheese Burger,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Sandwich,₹350
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Grill Cheese Sandwich,₹42
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dal Makhani,₹50
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Extra Pao,₹225
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Extra Bhatura,₹120
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dal Tadka,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Parantha With Curd,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Hyderabadi Chaap,₹370
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Vegetable Raita,₹370
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi Paneer,₹330
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Special Paneer,₹99
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Daily Special Vegetables,₹105
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paneer Kulcha,₹320
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Green Salad,₹20
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Masala Chana,₹140
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Papad,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Raita Boondi,₹370
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg. Pulao,₹370
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kadhai Paneer,₹252
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paneer Butter Masala,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Executive Thalii,₹320
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Special Thali With Tawa Parantha,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Deluxe Thali Monday,₹350
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Special Thali with Tandoori Roti,₹400
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,South Indian Platter,₹225
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tandoori Platter,₹320
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Ghar Ki Thali,₹380
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Delux Thali,₹180
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chinese Platter,₹185
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Butter Masala,₹185
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Uttapam Tomato,₹185
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Uttapam Onion Tomato,₹52
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Uttapam Onion,₹200
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Samber Extra,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Rawa Masala,₹220
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Plain,₹220
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Paneer,₹200
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Onion Rawa Masala Dosa,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Onion Rawa,₹180
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Onion Plain,₹210
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Onion Masala,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mysore Masala Dosa,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Masala,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dosa Butter Plain,₹135
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Uttapam Plain,₹230
